Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
-0.89,-0.44,-0.16,-0.07,-2.17,-0.56
-0.89,-0.44,-0.15,0.07,-2.38,-0.42
-0.89,-0.44,-0.15,0.14,-2.31,-0.84
-0.88,-0.44,-0.15,0.35,-2.45,-1.05
-0.89,-0.45,-0.16,0.14,-2.17,-1.12
-0.89,-0.44,-0.15,0.07,-2.24,-1.12
-0.89,-0.44,-0.15,0.35,-2.24,-1.05
-0.88,-0.44,-0.15,-0.28,-2.17,-1.05
-0.89,-0.44,-0.15,-0.35,-2.31,-0.84
-0.89,-0.44,-0.15,-0.28,-2.45,-0.56
-0.89,-0.45,-0.14,-0.56,-2.24,-0.35
-0.89,-0.44,-0.15,-0.28,-2.38,-0.42
-0.89,-0.44,-0.15,-0.07,-2.45,-0.42
-0.88,-0.44,-0.16,0.28,-2.38,-0.35
-0.88,-0.44,-0.16,0.49,-2.59,-0.35
-0.88,-0.44,-0.16,0.28,-2.38,-0.49
-0.89,-0.44,-0.15,0.42,-2.31,-0.77
-0.89,-0.44,-0.15,0.56,-2.24,-0.7
-0.89,-0.44,-0.15,0.63,-2.45,-0.56
-0.89,-0.44,-0.15,0.35,-2.31,-0.7
-0.89,-0.44,-0.15,0.07,-2.45,-0.7
-0.89,-0.44,-0.15,-0.21,-2.24,-0.77
-0.88,-0.44,-0.15,-0.28,-2.38,-0.7
-0.88,-0.45,-0.16,-0.14,-2.59,-0.56
-0.88,-0.44,-0.16,-0.28,-2.52,-0.49
-0.88,-0.44,-0.16,-0.14,-2.45,-0.63
-0.89,-0.44,-0.15,0.56,-2.59,-0.42
-0.89,-0.44,-0.15,0.77,-2.24,-0.49
-0.89,-0.44,-0.15,0.91,-2.03,-0.63
-0.89,-0.44,-0.16,1.26,-2.17,-0.91
-0.88,-0.44,-0.15,1.4,-2.38,-0.63
-0.89,-0.44,-0.15,0.63,-2.24,-0.42
-0.88,-0.44,-0.15,0.56,-2.38,-0.35
-0.89,-0.44,-0.15,0.07,-2.38,-0.49
-0.89,-0.44,-0.15,-0.21,-2.52,-0.42
-0.89,-0.43,-0.15,0.07,-2.52,-0.42
-0.89,-0.43,-0.15,0.14,-2.45,-0.35
-0.89,-0.44,-0.16,0.42,-2.59,-0.63
-0.88,-0.44,-0.16,0.14,-2.52,-0.7
-0.88,-0.44,-0.15,0.63,-2.59,-0.63
-0.88,-0.44,-0.15,0.21,-2.38,-0.84
-0.88,-0.44,-0.16,0.28,-2.38,-0.91
-0.89,-0.44,-0.16,0.63,-2.31,-0.7
-0.89,-0.43,-0.16,0.63,-2.38,-1.05
-0.89,-0.44,-0.16,0.35,-2.59,-0.84
-0.89,-0.44,-0.15,-0.14,-2.59,-1.12
-0.89,-0.44,-0.14,-0.35,-2.59,-0.98
-0.89,-0.45,-0.14,-0.28,-2.59,-0.98
-0.88,-0.45,-0.15,0.49,-2.73,-0.7
-0.88,-0.45,-0.16,0.07,-2.45,-0.7
-0.87,-0.45,-0.16,0,-2.24,-0.77
-0.88,-0.44,-0.15,0.42,-2.03,-0.98
-0.89,-0.44,-0.15,0.91,-1.89,-0.63
-0.89,-0.43,-0.16,1.26,-1.89,-0.56
-0.89,-0.43,-0.15,1.26,-2.31,-0.63
-0.89,-0.43,-0.15,0.84,-2.31,-0.84
-0.89,-0.43,-0.15,1.05,-2.31,-0.56
-0.89,-0.43,-0.14,0.98,-2.38,-0.77
-0.89,-0.43,-0.14,0.84,-2.31,-0.7
-0.89,-0.44,-0.15,0.42,-2.31,-0.49
-0.88,-0.44,-0.15,0.28,-2.59,-0.56
-0.88,-0.44,-0.15,-0.07,-2.59,-0.77
-0.89,-0.44,-0.15,0.28,-2.52,-0.63
-0.89,-0.42,-0.15,-0.21,-2.38,0
-0.89,-0.44,-0.15,0.21,-2.45,-0.49
-0.89,-0.45,-0.15,0.28,-2.8,-0.84
-0.89,-0.44,-0.15,-0.56,-2.45,-0.63
-0.89,-0.44,-0.15,-0.21,-2.45,-0.7
-0.89,-0.44,-0.15,-0.14,-2.87,-0.91
-0.88,-0.44,-0.15,0,-2.8,-0.91
-0.88,-0.44,-0.16,0.14,-2.52,-0.91
-0.88,-0.45,-0.15,0.14,-2.52,-0.98
-0.88,-0.45,-0.15,-17.85,-2.45,-0.98
-0.89,-0.44,-0.15,0.42,-2.52,-0.56
-0.89,-0.44,-0.15,0.42,-2.31,-0.77
-0.89,-0.44,-0.15,0.7,-2.31,-0.91
-0.88,-0.44,-0.16,0.35,-2.17,-1.12
-0.88,-0.44,-0.15,0.49,-2.1,-1.05
-0.88,-0.44,-0.15,0.56,-2.1,-1.26
-0.88,-0.44,-0.15,0.42,-2.17,-1.26
-0.89,-0.44,-0.15,0.42,-2.1,-1.05
-0.89,-0.44,-0.15,0.35,-2.24,-0.91
-0.89,-0.44,-0.15,0,-2.24,-0.91
-0.89,-0.43,-0.15,-0.07,-2.45,-0.77
-0.9,-0.43,-0.15,0,-2.38,-1.05
-0.89,-0.43,-0.15,0.07,-2.66,-0.98
-0.89,-0.43,-0.15,0.14,-2.8,-0.77
-0.89,-0.44,-0.15,-0.14,-2.59,-0.91
-0.89,-0.44,-0.15,-0.35,-2.73,-1.12
-0.88,-0.44,-0.15,0,-2.73,-0.91
-0.88,-0.44,-0.15,-0.21,-2.45,-0.77
-0.88,-0.44,-0.15,-0.42,-2.45,-1.12
-0.89,-0.44,-0.15,-0.56,-2.66,-0.91
-0.89,-0.44,-0.15,-0.21,-2.8,-0.84
-0.89,-0.44,-0.15,-0.14,-2.94,-0.77
-0.88,-0.45,-0.15,-0.7,-2.52,-1.12
-0.88,-0.45,-0.15,-0.35,-2.73,-1.12
-0.89,-0.44,-0.15,-0.21,-2.66,-1.05
-0.88,-0.44,-0.15,-0.14,-2.31,-1.05
-0.88,-0.44,-0.15,0,-2.38,-0.91
-0.88,-0.45,-0.15,0.21,-2.45,-0.77
-0.88,-0.44,-0.15,0.28,-2.17,-0.77
-0.89,-0.44,-0.15,0.42,-2.24,-0.7
-0.89,-0.44,-0.15,0.56,-2.24,-0.84
-0.89,-0.44,-0.15,0.28,-2.17,-1.05
-0.89,-0.44,-0.15,0.21,-2.38,-0.91
-0.88,-0.44,-0.15,-0.14,-2.45,-0.84
-0.88,-0.44,-0.15,-0.28,-2.17,-1.05
-0.89,-0.43,-0.15,0.07,-2.17,-0.98
-0.89,-0.44,-0.15,0.35,-2.38,-0.91
-0.89,-0.44,-0.15,0.07,-2.52,-1.05
-0.88,-0.44,-0.15,-0.28,-2.8,-0.56
-0.89,-0.44,-0.15,-0.35,-2.52,-0.63
-0.89,-0.44,-0.15,0.21,-2.45,-0.42
-0.88,-0.44,-0.15,0.28,-2.17,-0.7
-0.88,-0.44,-0.16,0.49,-2.38,-0.7
-0.88,-0.44,-0.16,0.21,-2.1,-0.98
-0.88,-0.44,-0.15,0.21,-2.24,-0.77
-0.89,-0.44,-0.15,0.21,-2.1,-0.77
-0.89,-0.44,-0.15,0.14,-2.45,-0.84
-0.89,-0.44,-0.15,0.28,-2.31,-0.77
-0.89,-0.44,-0.15,0.63,-2.31,-0.77
-0.89,-0.44,-0.15,0.91,-2.31,-0.77
-0.89,-0.44,-0.15,0.7,-2.17,-0.7
-0.89,-0.43,-0.15,0.49,-2.24,-0.56
-0.89,-0.43,-0.15,0.35,-2.24,-0.49
-0.89,-0.43,-0.15,0.21,-2.24,-0.42
-0.89,-0.43,-0.15,0.42,-2.52,-0.14
-0.89,-0.43,-0.15,0.35,-2.59,-0.07
-0.89,-0.43,-0.15,0.21,-2.87,0
-0.89,-0.43,-0.15,-0.14,-2.8,-0.14
-0.89,-0.44,-0.15,-0.35,-2.8,-0.14
-0.89,-0.44,-0.15,-0.07,-2.52,-0.49
-0.88,-0.44,-0.16,-0.28,-2.59,-0.91
-0.88,-0.45,-0.16,-0.07,-2.8,-1.05
-0.88,-0.45,-0.16,-0.07,-2.52,-1.26
-0.88,-0.45,-0.15,-0.42,-2.38,-1.4
-0.88,-0.45,-0.15,-0.21,-2.59,-1.19
-0.88,-0.45,-0.15,-0.07,-2.24,-1.26
-0.89,-0.44,-0.15,-17.85,-2.1,-1.05
-0.89,-0.44,-0.14,0.63,-2.45,-0.77
-0.89,-0.44,-0.15,0.98,-2.59,-0.56
-0.88,-0.44,-0.15,0.84,-2.17,-0.56
-0.88,-0.44,-0.15,0.63,-2.1,-0.84
-0.88,-0.44,-0.15,0.63,-1.96,-0.35
-0.88,-0.44,-0.15,0.35,-2.03,-0.77
-0.88,-0.44,-0.15,0.56,-2.1,-0.77
-0.89,-0.43,-0.16,0.77,-2.31,-0.7
-0.89,-0.44,-0.15,0.35,-2.24,-0.91
-0.89,-0.44,-0.15,-0.14,-2.38,-0.98
-0.89,-0.44,-0.15,-0.07,-2.73,-0.77
-0.89,-0.44,-0.15,-0.21,-2.45,-0.91
-0.89,-0.44,-0.15,0,-2.59,-0.91
-0.89,-0.44,-0.15,0,-2.66,-0.91
-0.88,-0.44,-0.15,0.14,-2.31,-0.63
-0.89,-0.44,-0.14,0.14,-2.17,-0.56
-0.89,-0.44,-0.14,0.28,-2.31,-0.42
-0.89,-0.44,-0.15,0.07,-2.31,-0.56
-0.89,-0.43,-0.15,-0.21,-2.17,-0.56
-0.89,-0.43,-0.15,0.21,-2.1,-0.84
-0.89,-0.43,-0.15,0.63,-2.38,-0.77
-0.88,-0.44,-0.15,0.21,-2.45,-0.98
-0.88,-0.44,-0.16,0.14,-2.52,-1.26
-0.88,-0.44,-0.15,-0.07,-2.31,-1.61
-0.88,-0.44,-0.15,-0.42,-2.24,-1.54
-0.88,-0.44,-0.15,-0.21,-2.31,-1.12
-0.88,-0.44,-0.15,-0.42,-2.1,-1.33
-0.89,-0.44,-0.15,0,-2.1,-0.91
-0.89,-0.44,-0.14,0.28,-2.1,-0.84
-0.89,-0.43,-0.15,0.84,-2.03,-0.63
-0.89,-0.43,-0.15,1.33,-2.03,-0.49
-0.88,-0.43,-0.15,1.47,-2.17,-0.49
-0.89,-0.44,-0.15,0.91,-2.03,-0.7
-0.89,-0.44,-0.15,0.84,-2.17,-0.7
-0.89,-0.43,-0.15,0.63,-2.03,-1.12
-0.89,-0.44,-0.15,0.84,-1.96,-1.26
-0.89,-0.44,-0.15,0.7,-2.1,-1.19
-0.88,-0.44,-0.15,0.35,-2.31,-1.12
-0.89,-0.44,-0.15,-0.28,-2.24,-1.33
-0.89,-0.44,-0.15,0,-2.31,-1.12
-0.89,-0.44,-0.15,0.21,-2.31,-0.98
-0.89,-0.43,-0.15,0.07,-2.1,-1.05
-0.89,-0.43,-0.15,0.14,-2.31,-1.05
-0.89,-0.43,-0.16,0.14,-2.45,-0.84
-0.89,-0.44,-0.15,-0.14,-2.31,-1.05
-0.89,-0.44,-0.15,0.49,-2.38,-0.77
-0.89,-0.44,-0.15,0.91,-2.31,-0.91
-0.88,-0.44,-0.15,0.84,-2.17,-1.05
-0.88,-0.44,-0.16,0.98,-2.1,-1.68
-0.88,-0.44,-0.16,0.56,-2.03,-1.54
-0.88,-0.44,-0.15,0.28,-2.03,-1.61
-0.88,-0.44,-0.15,-0.28,-2.17,-1.89
-0.88,-0.44,-0.15,-0.14,-2.31,-1.75
-0.89,-0.44,-0.14,-0.42,-2.17,-1.75
-0.89,-0.44,-0.14,-0.07,-2.31,-1.33
-0.89,-0.44,-0.15,0.14,-2.45,-1.05
-0.89,-0.44,-0.15,-0.14,-2.45,-1.12
-0.89,-0.44,-0.15,-0.21,-2.38,-0.91
-0.89,-0.44,-0.15,0,-2.45,-0.91
-0.89,-0.44,-0.15,0.07,-2.24,-1.05
-0.88,-0.44,-0.15,0.63,-2.31,-0.98
-0.88,-0.45,-0.16,0.56,-2.38,-1.33
-1,-0.45,-0.16,0.49,-2.03,-1.61
-0.88,-0.44,-0.15,0.49,-1.96,-1.82
-0.88,-0.44,-0.15,0.56,-2.17,-1.61
-0.89,-0.44,-0.15,0.21,-2.03,-1.68
-0.89,-0.44,-0.15,0.21,-2.24,-1.61
-0.89,-0.45,-0.15,0.07,-2.31,-1.19
-0.89,-0.44,-0.15,0,-2.31,-1.33
-0.89,-0.44,-0.14,0.14,-2.31,-1.19
-0.89,-0.44,-0.15,0.49,-2.59,-0.84
-0.89,-0.44,-0.15,0.63,-2.38,-0.98
-0.88,-0.44,-0.15,0.7,-2.17,-1.12
-0.88,-0.44,-0.15,0.42,-2.1,-1.4
-0.88,-0.44,-0.16,0.42,-2.24,-1.47
-0.88,-0.44,-0.16,0.42,-2.31,-1.61
-0.88,-0.44,-0.16,0.21,-2.31,-1.68
-0.88,-0.44,-0.16,-0.21,-2.31,-1.89
-0.88,-0.45,-0.15,-0.42,-2.59,-1.68
-0.89,-0.44,-0.14,-0.49,-2.59,-1.54
-0.89,-0.44,-0.14,-0.56,-2.45,-1.68
-0.89,-0.44,-0.14,0,-2.59,-1.26
-0.89,-0.44,-0.15,-0.14,-2.52,-1.05
-0.89,-0.44,-0.15,-0.21,-2.59,-0.91
-0.89,-0.44,-0.14,-0.14,-2.52,-0.84
-0.89,-0.44,-0.15,-0.14,-2.38,-0.7
-0.89,-0.44,-0.15,0.21,-2.38,-0.77
-0.88,-0.44,-0.16,0.07,-2.31,-0.84
-0.88,-0.44,-0.16,0.35,-2.24,-0.84
-0.88,-0.44,-0.15,0.49,-2.31,-0.7
-0.89,-0.44,-0.15,0.63,-2.45,-0.7
-0.89,-0.45,-0.15,0.56,-2.66,-0.77
-0.88,-0.45,-0.15,0.77,-2.59,-0.77
-0.88,-0.45,-0.14,0.49,-2.17,-0.84
-0.88,-0.45,-0.15,0.56,-2.38,-0.49
-0.88,-0.45,-0.15,0.49,-2.31,-0.63
-0.88,-0.45,-0.16,0.28,-2.1,-0.63
-0.89,-0.44,-0.15,0.63,-1.89,-0.77
-0.89,-0.44,-0.15,0.91,-1.96,-1.05
-0.88,-0.44,-0.16,0.91,-2.1,-1.12
-0.88,-0.44,-0.16,0.91,-2.03,-1.12
-0.88,-0.44,-0.16,0.77,-2.17,-1.12
-0.89,-0.44,-0.15,0.42,-2.1,-1.47
-0.89,-0.43,-0.15,0.21,-2.17,-1.4
-0.89,-0.43,-0.15,0.14,-2.52,-1.19
-0.89,-0.44,-0.15,-0.35,-2.66,-1.4
-0.89,-0.44,-0.14,-0.56,-2.52,-1.26
-0.88,-0.44,-0.14,-0.42,-2.59,-1.33
-0.88,-0.45,-0.15,-0.35,-2.59,-0.98
-0.89,-0.44,-0.15,-0.56,-2.52,-1.33
-0.88,-0.44,-0.15,-0.28,-2.66,-1.12
-0.88,-0.44,-0.15,0.07,-2.31,-1.4
-0.88,-0.44,-0.15,0,-2.38,-1.47
-0.88,-0.44,-0.16,-0.07,-2.66,-1.61
-0.88,-0.44,-0.16,-0.63,-2.66,-1.54
-0.89,-0.44,-0.15,-0.7,-2.66,-1.82
-0.89,-0.44,-0.14,0.21,-2.66,-1.82
-0.89,-0.43,-0.14,-0.28,-2.52,-1.26
-0.89,-0.44,-0.15,-0.14,-2.38,-0.98
-0.88,-0.45,-0.15,-0.35,-2.8,-1.12
-0.89,-0.45,-0.15,-0.21,-2.8,-0.77
-0.89,-0.44,-0.15,-0.14,-2.73,-0.91
-0.88,-0.44,-0.15,-0.21,-2.73,-0.84
-0.89,-0.44,-0.15,-0.07,-2.8,-0.91
-0.88,-0.44,-0.15,-0.63,-2.45,-1.19
-0.88,-0.45,-0.15,0.35,-2.59,-0.98
-0.88,-0.45,-0.16,0,-2.24,-1.26
-0.88,-0.45,-0.15,0.21,-2.31,-1.26
-0.88,-0.45,-0.15,0.35,-2.17,-1.26
-0.88,-0.44,-0.15,0.49,-2.31,-1.12
-0.89,-0.44,-0.15,0.35,-2.38,-1.19
-0.89,-0.44,-0.15,-0.14,-2.17,-1.4
-0.89,-0.44,-0.15,-0.28,-2.45,-1.4
-0.89,-0.44,-0.14,-0.21,-2.73,-0.98
-0.89,-0.44,-0.14,-0.35,-2.59,-0.98
-0.88,-0.45,-0.14,-0.35,-2.73,-0.91
-0.88,-0.45,-0.15,-0.7,-2.66,-1.05
-0.88,-0.45,-0.15,-0.21,-2.24,-1.26
-0.88,-0.44,-0.15,-0.28,-2.24,-1.12
-0.88,-0.44,-0.16,-0.21,-2.45,-0.98
-0.88,-0.44,-0.15,-0.42,-2.38,-1.19
-0.88,-0.45,-0.15,-0.28,-2.38,-1.19
-0.88,-0.45,-0.15,-0.14,-2.31,-1.05
-0.88,-0.44,-0.15,0,-2.45,-1.12
-0.89,-0.44,-0.15,-0.14,-2.38,-0.98
-0.88,-0.45,-0.15,-0.14,-2.45,-1.05
-0.88,-0.45,-0.15,0.28,-2.59,-0.84
-0.88,-0.45,-0.15,-0.07,-2.38,-0.91
-0.88,-0.45,-0.15,0,-2.24,-1.12
-0.88,-0.45,-0.15,0.21,-2.38,-0.91
-0.88,-0.45,-0.16,0.49,-1.89,-0.98
-0.88,-0.45,-0.15,0.28,-1.96,-1.19
-0.88,-0.45,-0.15,0.77,-2.31,-1.19
-0.88,-0.44,-0.14,0.28,-1.96,-0.91
-0.88,-0.44,-0.15,0.56,-1.82,-0.56
-0.88,-0.45,-0.15,0.28,-2.03,-1.05
-0.88,-0.44,-0.15,0.28,-2.1,-0.77
-0.88,-0.44,-0.15,0.07,-1.96,-0.42
-0.89,-0.45,-0.15,0,-1.89,-0.49
-0.89,-0.45,-0.15,0.77,-2.17,-0.42
-0.88,-0.44,-0.16,1.4,-2.17,-0.35
-0.88,-0.45,-0.16,1.33,-1.96,-0.49
-0.88,-0.44,-0.15,0.63,-1.82,-0.42
-0.88,-0.44,-0.15,0.7,-1.82,-0.56
-0.88,-0.45,-0.14,0.77,-1.75,-0.35
-0.89,-0.45,-0.15,0.56,-1.82,-0.42
-0.89,-0.44,-0.15,0.63,-1.89,-0.49
-0.88,-0.44,-0.15,0.14,-2.03,-0.63
-0.88,-0.44,-0.15,-0.28,-2.03,-0.77
-0.89,-0.44,-0.15,-0.14,-2.17,-0.91
-0.89,-0.44,-0.15,0.42,-2.45,-0.63
-0.88,-0.44,-0.16,0.14,-2.31,-0.84
-0.88,-0.45,-0.16,0.07,-2.1,-0.7
-0.88,-0.45,-0.15,0.42,-2.03,-0.84
-0.88,-0.44,-0.14,0.35,-2.17,-0.21
-0.89,-0.44,-0.15,0.63,-2.1,-0.07
-0.88,-0.45,-0.15,0.84,-2.03,-0.14
-0.88,-0.45,-0.15,0.35,-1.82,-0.14
-0.88,-0.45,-0.16,0.63,-1.61,-0.14
-0.88,-0.45,-0.16,1.05,-1.68,-0.14
-0.88,-0.44,-0.16,1.26,-1.68,-0.42
-0.88,-0.44,-0.15,1.19,-1.68,-0.56
-0.88,-0.43,-0.15,1.12,-1.89,-0.7
-0.88,-0.44,-0.15,0.7,-1.89,-0.77
-0.88,-0.44,-0.15,0.56,-2.24,-0.56
-0.89,-0.44,-0.14,0.07,-2.24,-0.7
-0.89,-0.44,-0.14,-0.28,-2.1,-0.63
-0.89,-0.44,-0.15,0,-2.24,-0.42
-0.89,-0.44,-0.15,0.14,-2.31,-0.56
-0.89,-0.44,-0.16,0.28,-2.17,-0.7
-0.89,-0.44,-0.15,0.35,-2.1,-0.7
-0.88,-0.44,-0.15,0.77,-2.17,-0.84
-0.88,-0.44,-0.16,0.63,-2.17,-0.98
-0.88,-0.44,-0.16,0.7,-2.03,-0.91
-0.88,-0.44,-0.15,0.42,-2.1,-0.98
-0.88,-0.44,-0.15,0.49,-2.1,-1.26
-0.89,-0.44,-0.15,0.42,-2.03,-1.33
-0.89,-0.44,-0.15,0,-2.38,-1.26
-0.89,-0.44,-0.15,-0.35,-2.24,-1.4
-0.89,-0.44,-0.15,0.07,-2.38,-1.19
-0.89,-0.44,-0.15,-0.07,-2.73,-1.05
-0.88,-0.44,-0.15,-0.35,-2.66,-1.19
-0.88,-0.44,-0.15,-0.77,-2.66,-0.98
-0.89,-0.44,-0.15,-0.35,-2.45,-1.05
-0.89,-0.44,-0.15,-0.35,-2.66,-0.77
-0.88,-0.44,-0.15,-0.49,-2.31,-1.19
-0.88,-0.44,-0.16,-0.14,-2.45,-1.12
-0.88,-0.44,-0.16,0.14,-2.31,-1.26
-0.88,-0.44,-0.16,0.14,-2.45,-1.26
-0.88,-0.44,-0.15,-0.21,-2.31,-1.54
-0.88,-0.44,-0.15,0.14,-2.38,-1.68
-0.88,-0.45,-0.15,0,-2.52,-1.47
-0.88,-0.45,-0.15,0,-2.52,-1.26
-0.88,-0.45,-0.15,-0.28,-2.52,-1.26
-0.89,-0.44,-0.14,-0.35,-2.59,-1.12
-0.89,-0.44,-0.14,0,-2.73,-0.98
-0.89,-0.44,-0.15,0.07,-2.66,-0.7
-0.89,-0.44,-0.15,0,-2.38,-0.91
-0.88,-0.45,-0.15,-0.14,-2.59,-0.77
-0.88,-0.45,-0.15,-0.07,-2.59,-0.84
-0.88,-0.45,-0.16,-0.35,-2.45,-1.05
-0.88,-0.44,-0.15,-0.42,-2.52,-0.98
-0.89,-0.45,-0.15,-0.35,-2.38,-1.19
-0.89,-0.45,-0.15,-0.14,-2.38,-1.05
-0.88,-0.45,-0.15,0.14,-2.52,-1.05
-0.88,-0.45,-0.16,-0.14,-2.31,-1.12
-0.88,-0.45,-0.16,-0.21,-2.38,-1.19
-0.88,-0.44,-0.16,-0.35,-2.59,-1.19
-0.88,-0.45,-0.15,0.07,-2.52,-1.05
-0.88,-0.45,-0.15,-0.28,-2.38,-0.91
-0.88,-0.45,-0.15,0.35,-2.52,-0.77
-0.88,-0.44,-0.15,0.14,-2.38,-0.7
-0.89,-0.44,-0.15,-0.28,-2.45,-0.77
-0.88,-0.45,-0.15,0,-2.45,-0.56
-0.88,-0.45,-0.15,0,-2.31,-0.63
-0.88,-0.45,-0.15,0,-2.17,-0.56
-0.88,-0.45,-0.15,0.21,-2.31,-0.42
-0.88,-0.44,-0.16,0.07,-2.1,-0.91
-0.88,-0.44,-0.16,0.28,-2.31,-0.91
-0.88,-0.44,-0.16,0.21,-2.1,-1.19
-0.88,-0.45,-0.16,0.07,-2.1,-1.26
-0.88,-0.45,-0.16,0.28,-2.52,-1.19
-0.88,-0.45,-0.15,0.07,-2.52,-1.12
-0.88,-0.44,-0.15,-0.14,-2.38,-1.12
-0.88,-0.44,-0.15,0.28,-2.17,-0.84
-0.89,-0.45,-0.15,0.42,-2.31,-0.56
-0.89,-0.44,-0.14,0.49,-2.17,-0.28
-0.89,-0.45,-0.15,0.35,-2.31,-0.28
-0.88,-0.45,-0.15,0.42,-2.31,-0.28
-0.88,-0.45,-0.15,0.63,-2.38,-0.28
-0.88,-0.45,-0.16,0.63,-2.1,-0.63
-0.88,-0.45,-0.15,0.77,-2.24,-0.77
-0.88,-0.44,-0.16,0.63,-2.38,-0.7
-0.88,-0.44,-0.15,0.28,-2.38,-0.7
-0.88,-0.44,-0.15,0.49,-2.52,-0.7
-0.88,-0.44,-0.15,0.14,-2.59,-0.56
-0.88,-0.45,-0.15,-0.21,-2.52,-0.77
-0.88,-0.45,-0.15,-0.35,-2.24,-0.91
-0.88,-0.45,-0.15,0.14,-2.59,-0.7
-0.88,-0.44,-0.15,0.07,-2.45,-0.98
-0.88,-0.45,-0.15,0.7,-2.59,-0.49
-0.88,-0.45,-0.15,0.49,-2.17,-0.77
-0.88,-0.45,-0.15,0.56,-2.24,-0.49
-0.88,-0.45,-0.15,0.77,-2.17,-0.7
-0.88,-0.45,-0.15,0.56,-2.24,-0.77
-0.89,-0.44,-0.15,0.42,-2.31,-0.91
-0.88,-0.44,-0.15,0.28,-2.31,-0.98
-0.89,-0.44,-0.15,0.21,-2.38,-1.05
-0.88,-0.44,-0.15,0.21,-2.52,-0.77
-0.89,-0.44,-0.15,0.28,-2.8,-0.63
-0.89,-0.44,-0.15,-0.14,-2.52,-0.7
-0.89,-0.44,-0.15,-0.35,-2.52,-0.7
-0.89,-0.44,-0.15,0,-2.52,-0.42
-0.89,-0.44,-0.15,-0.07,-2.45,-0.35
-0.89,-0.45,-0.15,0.21,-2.38,-0.28
-0.89,-0.44,-0.15,0.28,-2.52,-0.35
-0.88,-0.44,-0.15,0.42,-2.66,-0.63
-0.88,-0.44,-0.16,0.42,-2.52,-0.98
-0.88,-0.45,-0.16,0.14,-2.8,-0.98
-0.88,-0.45,-0.16,-0.07,-2.66,-1.26
-0.88,-0.45,-0.15,-0.07,-2.59,-1.05
-0.88,-0.45,-0.15,-0.21,-2.73,-0.91
-0.88,-0.45,-0.15,-0.56,-2.66,-0.91
-0.88,-0.45,-0.14,-0.14,-2.38,-0.42
-0.89,-0.45,-0.15,0.35,-2.38,-0.49
-0.89,-0.44,-0.15,0.91,-2.38,-0.21
-0.88,-0.44,-0.15,0.7,-2.24,-0.28
-0.88,-0.45,-0.16,0.77,-2.38,-0.14
-0.88,-0.44,-0.16,0.49,-2.52,-0.35
-0.88,-0.44,-0.15,0.56,-2.45,-0.35
-0.88,-0.44,-0.14,0.42,-2.31,-0.42
-0.89,-0.44,-0.15,0.35,-2.59,-0.21
-0.89,-0.44,-0.15,0,-2.38,-0.7
-0.88,-0.44,-0.15,-0.07,-2.31,-0.77
-0.88,-0.45,-0.15,-0.35,-2.66,-0.77
-0.88,-0.45,-0.15,-0.63,-2.87,-0.7
-0.88,-0.45,-0.16,-0.56,-2.8,-0.7
-0.88,-0.45,-0.15,-0.35,-2.73,-0.77
-0.88,-0.45,-0.15,17.85,-2.73,-0.49
-0.88,-0.45,-0.15,0.07,-2.52,-0.63
-0.88,-0.45,-0.16,0.63,-2.45,-0.35
-0.88,-0.45,-0.15,0.49,-2.38,-0.35
-0.88,-0.44,-0.15,0.7,-2.45,-0.56
-0.89,-0.44,-0.15,0.91,-2.31,-0.42
-0.88,-0.44,-0.15,0.77,-2.03,-0.35
-0.88,-0.45,-0.15,0.42,-2.03,-0.7
-0.88,-0.44,-0.16,0.56,-2.24,-0.56
-0.88,-0.44,-0.15,0.28,-2.38,-0.49
-0.88,-0.44,-0.15,0,-2.45,-0.63
-0.89,-0.44,-0.15,0.14,-2.59,-0.42
-0.89,-0.44,-0.15,-0.14,-2.38,-0.56
-0.89,-0.44,-0.14,0.07,-2.38,-0.49
-0.89,-0.44,-0.15,0.07,-2.59,-0.28
-0.88,-0.44,-0.15,-0.35,-2.38,-0.49
-0.89,-0.44,-0.15,-0.14,-2.24,-0.49
-0.89,-0.44,-0.15,0.63,-2.59,-0.42
-0.88,-0.44,-0.16,0.49,-2.52,-0.56
-0.88,-0.45,-0.16,0.14,-2.24,-0.7
-0.88,-0.45,-0.15,-0.14,-2.24,-0.98
-0.88,-0.44,-0.15,0.14,-2.38,-0.84
-0.88,-0.44,-0.15,-0.07,-2.52,-0.7
-0.88,-0.44,-0.15,0.21,-2.38,-0.7
-0.89,-0.44,-0.15,0.28,-2.59,-0.63
-0.88,-0.44,-0.15,0.14,-2.38,-0.7
-0.89,-0.45,-0.14,0,-2.52,-0.07
-0.89,-0.44,-0.15,0.07,-2.31,-0.56
-0.89,-0.44,-0.15,0.14,-2.17,-0.7
-0.88,-0.44,-0.15,0.42,-2.24,-0.56
-0.88,-0.44,-0.15,0.49,-2.38,-0.56
-0.88,-0.44,-0.15,0.14,-2.17,-0.77
-0.89,-0.44,-0.15,0.28,-2.03,-0.84
-0.89,-0.44,-0.15,0.28,-2.24,-0.84
-0.89,-0.44,-0.15,0.07,-2.1,-1.05
-0.89,-0.44,-0.15,0.49,-2.38,-0.77
-0.89,-0.44,-0.15,0.28,-2.52,-0.91
-0.88,-0.44,-0.15,-0.14,-2.38,-0.28
-0.89,-0.45,-0.15,-0.14,-2.52,-0.63
-0.88,-0.45,-0.14,-0.14,-2.66,-0.21
