Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
-1.33,0.19,0.14,24.78,83.09,-77.14
-1.34,0.05,0.11,52.36,120.68,-106.61
-1.23,-0.25,-0.02,81.34,137.83,-93.03
-1.06,-1.02,-0.61,162.75,121.52,-24.29
-0.54,-1.15,-0.7,186.62,78.12,-17.22
-0.06,-1.7,-0.52,133.63,58.52,-66.08
0.16,-2.09,-0.52,88.13,73.85,-86.59
-0.37,-1.58,-0.72,70.07,70.28,-70.63
-0.62,-0.83,-0.69,55.44,44.38,-72.31
-0.71,-0.57,-0.43,48.16,50.26,-63.14
-1.07,-0.3,-0.36,35.21,54.11,-59.78
-1.23,-0.27,-0.4,16.8,45.22,-55.09
-1.24,-0.26,-0.48,6.93,41.23,-53.27
-1.19,-0.17,-0.53,1.75,38.85,-58.94
-1.18,-0.11,-0.61,1.68,28.49,-68.88
-1.12,-0.12,-0.63,13.37,19.74,-77.56
-1.03,-0.16,-0.51,33.25,15.33,-86.52
-0.98,-0.11,-0.35,38.22,8.4,-93.66
-0.99,-0.05,-0.32,37.38,-0.42,-98
-0.99,-0.12,-0.42,33.25,-7.49,-99.19
-0.86,-0.23,-0.44,39.69,-10.64,-94.71
-0.83,-0.28,-0.43,32.2,-16.1,-92.54
-0.76,-0.26,-0.3,23.1,-11.06,-88.69
-0.82,-0.28,-0.24,6.09,-8.54,-81.9
-0.9,-0.27,-0.18,-3.5,-10.08,-78.68
-0.9,-0.24,-0.07,-3.85,-4.41,-76.09
-0.95,-0.06,-0.12,-11.83,-6.09,-76.51
-0.84,-0.19,-0.04,-2.73,4.55,-70.35
-0.9,-0.08,-0.04,17.15,17.01,-70.28
-0.97,-0.11,-0.1,10.92,16.45,-66.64
-0.95,-0.13,-0.06,17.64,16.94,-65.24
-0.93,-0.16,-0.06,20.86,22.54,-64.05
-0.92,-0.2,-0.09,26.25,26.6,-63.84
-0.9,-0.24,-0.13,30.87,30.31,-64.26
-0.89,-0.3,-0.18,34.65,32.06,-64.75
-0.9,-0.31,-0.21,37.17,31.64,-65.87
-0.91,-0.29,-0.24,37.31,30.03,-67.13
-0.95,-0.26,-0.28,37.03,27.86,-68.32
-1,-0.19,-0.32,33.53,24.71,-69.16
-1.04,-0.13,-0.36,29.54,22.26,-69.23
-1.09,-0.04,-0.39,24.92,17.08,-67.2
-1.11,0.04,-0.37,20.16,13.02,-64.4
-1.13,0.07,-0.34,13.51,8.61,-59.78
-1.15,0.04,-0.34,5.6,3.01,-56.98
-1.15,-0.01,-0.31,-6.65,-4.2,-51.73
-1.19,-0.06,-0.23,-19.46,-5.32,-44.31
-1.25,-0.12,-0.18,-25.27,-7.84,-37.03
-1.28,-0.16,-0.1,-21.21,-16.24,-31.92
-1.25,-0.23,-0.02,-10.92,-24.64,-26.11
-1.2,-0.32,0,4.83,-24.43,-17.57
-1.22,-0.3,0.01,22.82,-23.45,-10.57
-1.32,-0.17,0.02,39.55,-21.07,-3.08
-1.45,0.02,0.04,51.73,-22.61,6.86
-1.57,0.28,0.07,61.88,-30.45,21.98
-1.61,0.48,0.17,69.02,-46.27,35.07
-1.56,0.65,0.26,70.63,-65.17,48.23
-1.51,0.77,0.35,72.17,-74.34,58.52
-1.45,0.81,0.26,64.82,-75.39,74.97
-1.37,0.64,0.02,46.34,-75.46,87.22
-1.26,0.42,-0.26,14.84,-70.21,96.25
-1.17,0.21,-0.38,-16.31,-66.08,101.22
-1.08,-0.09,-0.43,-66.64,-65.73,107.31
-1.01,-0.49,-0.43,-64.82,-55.86,117.81
-0.97,-0.72,-0.5,-59.99,-40.18,127.19
-0.98,-0.91,-0.6,-46.69,-17.92,135.87
-1.16,-1.06,-0.77,-37.94,-18.41,147.77
-1.34,-1.04,-0.86,-37.1,-32.06,153.65
-1.48,-1.13,-0.75,-17.57,-40.04,147.35
-1.48,-1.11,-0.6,-7.7,-44.73,135.24
-1.26,-0.95,-0.55,16.31,-46.2,131.32
-1.17,-0.66,-0.49,37.03,-49.7,133.56
-1.16,-0.48,-0.23,43.4,-49.77,131.11
-1.01,-0.48,-0.15,27.09,-42.84,129.01
-0.85,-0.56,-0.14,10.85,-32.62,125.72
-0.65,-0.56,-0.18,-0.42,-24.71,126.07
-0.68,-0.56,-0.17,-13.02,-25.13,125.93
-0.68,-0.56,-0.17,-24.99,-30.03,124.46
-0.65,-0.6,-0.13,-28.77,-35,120.47
-0.62,-0.59,-0.05,-30.1,-35.84,114.8
-0.58,-0.57,-0.05,-32.34,-35.91,110.74
-0.61,-0.55,-0.08,-43.05,-36.89,104.02
-0.61,-0.54,-0.09,-51.87,-37.87,96.04
-0.57,-0.58,-0.14,-58.73,-39.97,87.15
-0.54,-0.6,-0.16,-65.87,-39.34,76.23
-0.49,-0.59,-0.18,-75.11,-39.34,66.29
-0.43,-0.56,-0.19,-73.57,-37.87,54.67
-0.36,-0.6,-0.2,-75.25,-30.38,44.66
-0.33,-0.65,-0.22,-72.94,-22.12,32.48
-0.32,-0.73,-0.23,-68.95,-16.31,22.4
-0.32,-0.79,-0.23,-52.43,-12.88,12.39
-0.33,-0.75,-0.23,-38.29,-5.95,8.68
-0.43,-0.72,-0.16,-4.13,4.2,4.76
-0.52,-0.6,-0.08,-6.93,14.35,2.17
-0.63,-0.39,-0.24,-2.73,24.36,-0.28
-0.77,-0.1,-0.16,4.76,32.69,7.84
-1.02,0.41,0.01,0.77,36.89,28.42
-1.32,0.73,0.51,-13.09,19.18,36.19
-1.76,0.85,0.52,-38.43,-14.28,16.17
-1.64,0.94,0.86,-40.04,-38.36,2.87
-1.68,1.52,0.91,10.85,-22.54,3.43
-1.81,1.92,0.59,29.82,-10.22,4.9
-1.78,1.84,0.32,24.29,-1.82,7.42
-1.48,1.24,0.17,8.89,1.4,34.58
-1.26,0.58,0.04,-11.97,-4.2,19.67
-1.06,0.13,-0.1,-28.14,-6.93,15.68
-0.77,-0.2,-0.2,-41.3,3.71,4.55
-0.56,-0.52,-0.33,-49.77,15.4,-17.57
-0.43,-0.72,-0.26,-51.87,33.46,-43.75
-0.74,-0.68,0.03,-48.02,44.52,-52.99
-1.39,-0.25,0.3,-34.37,32.83,-37.1
-1.62,0.04,0.35,-9.87,24.15,-1.68
-1.45,0.14,0.24,12.11,29.89,-26.67
-1.27,0.1,0.19,28.49,58.73,-56.28
-1.17,0.08,0.15,34.09,86.45,-90.44
-1.13,-0.11,0.07,53.97,108.92,-101.08
-1.04,-0.57,-0.33,118.72,106.12,-68.95
-0.93,-1.05,-0.5,163.94,91.63,-7.56
-0.4,-1.22,-0.5,135.73,64.89,-28.7
-0.06,-1.7,-0.42,94.15,65.73,-71.75
-0.17,-1.78,-0.54,78.33,80.57,-76.23
-0.74,-1.15,-0.64,77.42,74.9,-62.79
-0.78,-0.75,-0.52,74.55,63.91,-61.25
-0.95,-0.36,-0.4,72.1,57.89,-58.1
-1.09,-0.25,-0.37,55.37,50.75,-53.06
-1.15,-0.21,-0.39,45.5,47.88,-50.68
-1.18,-0.19,-0.46,34.16,44.52,-51.38
-1.15,-0.1,-0.53,19.88,40.6,-58.38
-1.12,-0.07,-0.65,13.44,30.17,-67.83
-1.1,-0.08,-0.69,17.08,19.11,-78.33
-1.01,-0.13,-0.63,29.12,10.78,-87.5
-0.94,-0.1,-0.45,34.23,4.06,-95.34
-0.97,-0.07,-0.36,28.77,-0.28,-100.45
-0.95,-0.17,-0.34,25.34,-7.28,-100.94
-0.9,-0.27,-0.38,27.93,-15.68,-100.17
-0.86,-0.18,-0.28,10.29,-19.39,-96.53
-0.74,-0.32,-0.26,4.97,-11.55,-93.24
-0.82,-0.21,-0.21,3.01,-10.85,-87.92
-0.89,-0.19,-0.18,-1.26,-11.48,-83.86
-0.89,-0.17,-0.08,-6.44,-4.62,-82.32
-0.91,-0.17,-0.06,-7.7,2.52,-81.13
-0.97,-0.08,-0.1,-7.14,1.19,-81.2
-0.92,-0.22,-0.05,2.45,9.38,-76.51
-0.95,-0.16,-0.04,17.01,17.5,-75.74
-0.98,-0.14,-0.09,14.7,17.36,-73.64
-0.95,-0.14,-0.12,17.85,17.78,-72.31
-0.93,-0.12,-0.11,20.02,20.51,-72.8
-0.92,-0.17,-0.14,20.3,22.47,-72.94
-0.9,-0.23,-0.16,21.28,24.78,-73.15
-0.89,-0.29,-0.17,23.03,25.69,-73.43
-0.9,-0.33,-0.2,23.8,24.99,-74.9
-0.91,-0.31,-0.24,24.29,23.73,-75.04
-0.96,-0.23,-0.29,23.66,20.02,-74.41
-0.99,-0.13,-0.33,21.7,17.85,-72.59
-1.05,-0.04,-0.35,17.78,14.84,-70.21
-1.1,0.03,-0.32,13.51,11.13,-67.97
-1.14,0.08,-0.29,9.24,7.21,-65.38
-1.16,0.01,-0.32,3.99,3.99,-61.95
-1.18,-0.08,-0.35,-7.42,-1.82,-58.38
-1.2,-0.13,-0.3,-18.9,-5.74,-52.29
-1.24,-0.15,-0.24,-25.2,-10.43,-46.06
-1.27,-0.15,-0.15,-22.82,-18.69,-40.39
-1.27,-0.15,-0.04,-15.96,-30.52,-33.95
-1.2,-0.2,0.02,-3.36,-36.47,-25.48
-1.24,-0.19,0.07,19.81,-36.82,-17.22
-1.35,-0.08,0.14,35.63,-35.28,-5.67
-1.47,0.09,0.18,49.98,-33.81,5.32
-1.58,0.29,0.16,69.93,-38.08,18.55
-1.61,0.51,0.14,82.39,-49.63,32.34
-1.61,0.72,0.14,77.98,-63.35,51.38
-1.57,0.87,0.19,66.92,-76.09,64.96
-1.49,0.82,0.05,46.13,-81.69,76.37
-1.34,0.61,-0.18,19.88,-76.79,91.77
-1.21,0.44,-0.37,-9.59,-72.59,105.14
-1.04,0.19,-0.51,-47.81,-72.31,111.09
-0.93,-0.14,-0.46,-76.09,-68.95,123.55
-0.95,-0.63,-0.43,-77.84,-59.36,128.24
-0.96,-0.9,-0.48,-68.11,-30.03,134.82
-1.13,-1.04,-0.6,-44.52,-9.17,142.59
-1.44,-1.04,-0.63,-36.54,-12.67,141.12
-1.59,-1.17,-0.58,-40.04,-26.95,137.69
-1.57,-1.25,-0.57,-18.27,-32.9,129.43
-1.38,-1.15,-0.55,1.33,-27.44,121.31
-1.17,-0.87,-0.55,21.77,-23.59,125.65
-1.15,-0.69,-0.51,30.17,-28.63,130.62
-1.12,-0.54,-0.34,20.65,-39.97,126.7
-0.9,-0.54,-0.18,14.35,-36.61,126.42
-0.77,-0.55,-0.17,1.54,-28.35,126.84
-0.72,-0.54,-0.18,-8.75,-22.54,127.05
-0.7,-0.52,-0.19,-22.05,-22.96,127.61
-0.69,-0.49,-0.2,-37.8,-31.08,126.91
-0.61,-0.54,-0.13,-40.04,-35.07,123.69
-0.6,-0.54,-0.07,-46.62,-35.42,118.86
-0.57,-0.56,-0.1,-54.32,-34.16,111.02
-0.58,-0.56,-0.12,-65.52,-35.07,103.53
-0.57,-0.58,-0.14,-71.4,-35,94.71
-0.54,-0.55,-0.16,-83.58,-35,86.59
-0.53,-0.58,-0.23,-83.16,-36.96,73.78
-0.45,-0.62,-0.22,-86.24,-32.48,63.14
-0.41,-0.65,-0.19,-86.45,-28.07,53.55
-0.34,-0.66,-0.22,-86.45,-22.26,38.71
-0.31,-0.71,-0.21,-82.88,-16.59,27.72
-0.28,-0.75,-0.19,-77.28,-14.63,17.99
-0.27,-0.76,-0.19,-69.3,-7.56,12.32
-0.36,-0.74,-0.18,-55.65,-4.13,11.06
-0.46,-0.78,-0.08,-33.53,-2.87,7.56
-0.57,-0.7,-0.01,-17.92,8.19,7.14
-0.71,-0.49,-0.04,-6.37,19.25,9.03
-0.87,-0.16,-0.06,5.67,27.3,24.36
-1.06,0.38,0.07,-1.47,34.44,40.25
-1.46,0.58,0.35,-10.78,33.6,38.71
-1.6,0.7,0.36,-21.91,7.49,19.39
-1.5,0.84,0.65,-19.88,-10.85,5.46
-1.67,1.43,0.91,6.72,-1.26,7.56
-1.92,2.01,0.69,38.78,6.51,15.05
-1.94,2.13,0.36,49.21,6.58,18.48
-1.65,1.41,0.09,28.21,5.18,25.34
-1.31,0.81,0,-3.22,3.08,27.02
-1.09,0.35,-0.03,-34.72,1.75,26.39
-0.89,-0.08,-0.14,-49.56,5.39,11.76
-0.63,-0.43,-0.26,-60.41,32.55,-14.84
-0.62,-0.69,-0.09,-66.85,27.09,-52.85
-1.21,-0.71,0.38,-67.62,18.27,-61.74
-1.78,-0.28,0.57,-46.55,8.82,-27.3
-1.81,0.36,0.07,-47.04,6.16,2.52
-1.4,0.37,-0.01,-19.11,20.79,-33.18
-1.11,0.11,0.16,16.03,56.84,-73.71
-0.87,-0.12,0.15,40.74,105.91,-105.91
-0.69,-0.57,-0.17,79.8,109.27,-87.08
-0.67,-1.1,-0.61,196.56,88.27,-21.07
-0.51,-1.28,-0.64,185.99,73.08,-1.61
-0.01,-1.88,-0.58,135.87,50.12,-60.76
0.15,-2.38,-0.57,80.99,64.96,-89.18
-0.37,-1.56,-0.61,50.12,85.82,-70.49
-0.76,-0.88,-0.54,59.64,69.93,-70
-1.05,-0.53,-0.32,72.31,67.2,-58.31
-1.24,-0.18,-0.28,63.49,57.47,-52.99
-1.32,-0.13,-0.32,49.84,45.08,-44.87
-1.29,-0.14,-0.41,45.29,45.78,-44.87
-1.23,-0.11,-0.51,35.56,46.55,-51.38
-1.17,-0.05,-0.64,25.55,42.56,-61.6
-1.13,-0.04,-0.74,28.49,27.65,-72.94
-1.04,-0.07,-0.7,35.77,13.09,-84.42
-0.87,-0.15,-0.54,43.47,3.5,-92.68
-0.87,-0.1,-0.39,44.38,1.4,-98.14
-0.96,-0.11,-0.34,30.87,-9.59,-99.33
-0.89,-0.2,-0.36,20.09,-19.04,-97.02
-0.76,-0.27,-0.3,7.14,-18.27,-92.68
-0.86,-0.35,-0.36,0.7,-15.4,-90.16
-0.83,-0.33,-0.25,0.84,-11.55,-86.38
-0.89,-0.2,-0.16,-10.85,-8.47,-83.79
-0.95,-0.17,-0.14,-11.97,-9.31,-82.67
-0.93,-0.14,-0.08,-6.65,-7.77,-82.46
-0.93,-0.07,-0.06,-8.26,-6.02,-82.6
-0.93,-0.06,-0.07,-9.66,-5.6,-80.15
-0.88,-0.13,-0.08,-2.87,13.86,-76.93
-0.9,-0.19,-0.08,6.23,21.42,-74.76
-0.91,-0.26,-0.1,15.4,23.66,-73.36
-0.89,-0.33,-0.13,19.25,24.57,-72.1
-0.89,-0.34,-0.12,25.55,26.53,-72.38
-0.93,-0.32,-0.12,31.43,25.2,-74.76
-0.89,-0.3,-0.12,36.68,26.32,-75.95
-0.86,-0.28,-0.15,41.23,30.45,-76.51
-0.9,-0.28,-0.22,43.96,28.63,-76.58
-0.96,-0.26,-0.28,44.38,25.9,-75.88
-1,-0.17,-0.32,39.27,23.24,-76.93
-1.05,-0.08,-0.38,32.83,20.16,-75.95
-1.08,0.12,-0.38,26.95,16.87,-72.87
-1.12,0.09,-0.35,19.39,12.25,-70.35
-1.19,0.07,-0.32,12.53,6.51,-67.13
-1.22,-0.01,-0.32,4.55,1.68,-62.51
-1.23,-0.07,-0.28,-3.71,-3.57,-55.44
-1.25,-0.09,-0.21,-9.17,-8.89,-47.6
-1.26,-0.1,-0.13,-6.09,-15.19,-40.74
-1.25,-0.1,-0.06,3.22,-23.59,-34.51
-1.22,-0.13,-0.02,17.22,-27.3,-27.93
-1.22,-0.15,-0.02,31.57,-23.66,-19.18
-1.31,-0.11,-0.05,44.87,-23.87,-10.43
-1.43,-0.02,-0.06,51.66,-27.09,-0.42
-1.54,0.16,-0.05,54.18,-36.33,11.55
-1.59,0.38,-0.03,53.06,-50.19,28.56
-1.6,0.65,0.06,51.17,-64.61,43.05
-1.61,0.78,0.19,46.83,-81.27,55.23
-1.54,0.81,0.31,44.59,-84.77,69.79
-1.4,0.65,0.1,33.11,-77.63,81.34
-1.22,0.4,-0.32,7.84,-66.36,94.01
-1.05,0.18,-0.4,-22.33,-58.03,103.74
-0.95,-0.24,-0.4,-43.47,-54.11,110.88
-0.87,-0.54,-0.41,-55.23,-43.82,116.34
-0.94,-0.8,-0.39,-40.6,-34.93,122.85
-0.98,-0.83,-0.47,-35.63,-21.14,129.43
-1.19,-0.81,-0.59,-25.62,-11.69,132.72
-1.49,-0.8,-0.61,-32.27,-18.48,131.11
-1.54,-0.92,-0.54,-35.91,-28.56,108.78
-1.44,-1.04,-0.43,-19.04,-27.51,119.84
-1.31,-0.86,-0.39,-13.44,-23.52,118.86
-1.14,-0.65,-0.35,-7,-17.71,126.42
-1.11,-0.6,-0.38,-3.57,-20.58,132.72
-1.12,-0.66,-0.4,-1.4,-30.24,134.82
-0.98,-0.66,-0.29,-1.05,-32.62,135.8
-0.86,-0.65,-0.18,-3.15,-31.57,137.06
-0.78,-0.64,-0.11,-12.6,-28.35,139.58
-0.75,-0.6,-0.08,-20.02,-28,140
-0.73,-0.55,-0.04,-27.02,-28.49,136.5
-0.69,-0.52,-0.06,-36.19,-28.7,128.59
-0.65,-0.52,-0.1,-46.48,-30.31,120.26
-0.63,-0.53,-0.13,-53.27,-31.5,111.23
-0.63,-0.51,-0.16,-63.56,-32.76,101.01
-0.59,-0.54,-0.2,-67.55,-34.86,90.79
-0.59,-0.5,-0.15,-78.68,-36.89,76.72
-0.55,-0.55,-0.18,-87.36,-34.51,63.77
-0.49,-0.62,-0.2,-94.08,-32.9,55.51
-0.43,-0.65,-0.23,-93.59,-28.84,46.55
-0.36,-0.67,-0.25,-90.44,-23.45,36.82
-0.29,-0.73,-0.24,-85.96,-19.11,27.79
-0.23,-0.77,-0.22,-78.33,-15.05,16.45
-0.23,-0.78,-0.21,-68.74,-10.64,10.99
-0.31,-0.75,-0.19,-49.07,-7.14,8.4
-0.38,-0.79,-0.12,-27.23,-0.42,6.02
-0.53,-0.74,0.02,-9.1,8.26,6.93
-0.66,-0.53,-0.04,0.84,18.34,10.29
-0.79,-0.21,-0.05,7.98,27.58,21.21
-1.03,0.31,0.1,3.08,32.27,44.31
-1.33,0.61,0.43,-10.5,29.89,51.31
-1.65,0.77,0.41,-20.44,2.24,35
-1.56,0.89,0.52,-20.02,-18.62,15.96
-1.55,1.28,0.78,5.53,-14.77,10.08
-1.82,1.81,0.7,31.64,-3.36,10.57
-1.9,1.94,0.47,35.77,3.08,8.89
-1.56,1.33,0.2,22.19,4.62,14.77
-1.14,0.82,0.04,3.92,0.56,18.76
-1,0.34,-0.07,-9.59,1.75,17.22
-0.8,-0.03,-0.14,-25.27,11.06,8.4
-0.64,-0.39,-0.21,-33.39,18.48,-13.16
-0.49,-0.67,-0.2,-34.23,30.8,-45.71
-0.63,-0.79,0.04,-29.19,45.08,-75.95
-1.25,-0.54,0.31,-9.17,43.4,-60.55
-1.73,-0.16,0.44,-4.97,17.64,-29.68
-1.61,0.11,0.28,7.28,21.98,-13.44
-1.29,0.04,0.13,27.23,47.18,-30.45
-1.22,-0.02,0.11,47.11,86.94,-63.98
-1.25,-0.16,-0.06,75.11,114.73,-85.12
-1.17,-0.6,-0.32,137.48,121.73,-61.74
-1.09,-0.94,-0.53,191.59,104.02,-12.32
-0.46,-1.12,-0.56,170.45,59.78,-23.66
0,-1.51,-0.43,122.36,55.23,-55.37
-0.06,-1.66,-0.4,86.94,72.17,-77.07
-0.42,-1.59,-0.77,87.92,73.29,-60.83
-0.71,-0.78,-0.59,84.42,45.22,-66.92
-0.8,-0.47,-0.37,71.47,45.22,-57.96
-1.05,-0.24,-0.36,56.84,46.2,-56.28
-1.19,-0.18,-0.41,34.93,38.36,-51.94
-1.17,-0.11,-0.46,15.82,35.35,-52.99
-1.13,-0.01,-0.54,-0.28,30.59,-56.63
-1.08,0.01,-0.69,-5.6,24.15,-63.63
-1.04,-0.06,-0.75,9.59,16.17,-73.64
-0.96,-0.14,-0.66,26.81,13.44,-81.2
-0.92,-0.13,-0.49,34.72,7.7,-88.62
-0.95,-0.16,-0.39,33.74,-2.1,-95.13
-0.99,-0.2,-0.34,36.47,-9.94,-96.04
-0.91,-0.29,-0.32,32.62,-17.01,-91.91
-0.91,-0.25,-0.32,24.5,-21.35,-92.05
-0.79,-0.31,-0.23,25.41,-18.55,-84.49
-0.8,-0.27,-0.16,18.97,-12.74,-79.31
-0.89,-0.23,-0.13,14.63,-10.08,-74.48
-0.89,-0.2,-0.06,10.85,-4.9,-70.84
-0.9,-0.21,-0.03,14.21,5.53,-69.09
-0.94,-0.15,-0.06,22.89,8.75,-68.6
-0.94,-0.23,0.02,39.2,19.6,-64.4
-0.99,-0.14,0,56.28,27.23,-63.84
-0.88,-0.08,-0.1,59.36,25.76,-63.63
-0.97,-0.04,-0.2,56.35,25.69,-63.21
-0.99,-0.02,-0.28,46.06,23.59,-64.61
-0.98,-0.04,-0.31,36.47,22.19,-67.27
-0.95,-0.08,-0.33,25.69,17.01,-71.12
-0.92,-0.16,-0.33,16.59,12.39,-74.2
-0.89,-0.23,-0.31,8.33,9.59,-76.51
-0.88,-0.25,-0.3,2.45,7.91,-77.63
-0.88,-0.23,-0.31,-2.8,5.74,-78.82
-0.91,-0.18,-0.32,-7,4.13,-78.33
-0.96,-0.13,-0.31,-7.21,3.85,-77.14
-1,-0.06,-0.27,-6.79,2.59,-74.97
-1.03,-0.01,-0.25,-9.03,1.05,-71.75
-1.05,-0.01,-0.26,-10.71,1.19,-66.85
-1.09,-0.12,-0.3,-11.27,-0.77,-63.49
-1.16,-0.17,-0.31,-14.42,-6.23,-59.43
-1.21,-0.2,-0.31,-27.23,-8.33,-51.38
-1.22,-0.19,-0.24,-22.26,-11.76,-46.13
-1.21,-0.18,-0.14,-11.06,-16.87,-42.21
-1.16,-0.21,-0.08,-1.96,-24.22,-37.73
-1.11,-0.27,-0.04,0.63,-30.73,-29.47
-1.11,-0.28,-0.05,3.78,-30.8,-21.7
-1.22,-0.2,-0.03,11.27,-31.15,-15.12
-1.35,-0.07,0.04,21,-35.28,-7.21
-1.46,0.09,0.15,32.69,-40.11,5.11
-1.53,0.27,0.21,52.5,-45.5,19.53
-1.57,0.45,0.22,69.23,-52.15,51.87
-1.6,0.62,0.21,76.37,-59.43,52.85
-1.59,0.73,0.19,75.53,-69.16,64.05
-1.5,0.68,0.08,64.61,-72.31,78.4
-1.39,0.53,-0.12,39.76,-72.03,90.3
-1.24,0.37,-0.31,5.81,-70.63,100.59
-1.08,0.14,-0.5,-36.05,-66.99,108.92
-0.96,-0.22,-0.49,-60.13,-69.16,115.5
-0.93,-0.47,-0.43,-67.55,-57.26,119.98
-0.96,-0.71,-0.45,-67.83,-36.12,123.62
-1.09,-0.86,-0.55,-51.31,-20.58,127.96
-1.24,-0.95,-0.67,-36.47,-14,130.76
-1.45,-0.96,-0.73,-42.7,-24.08,133.49
-1.52,-1.04,-0.68,-36.89,-37.8,128.8
-1.48,-1.04,-0.53,-23.87,-40.18,115.01
-1.3,-0.75,-0.44,-14.56,-18.48,115.43
-1,-0.65,-0.44,-17.22,-32.27,122.01
-1.03,-0.56,-0.46,0.77,-35.21,127.19
-1.03,-0.57,-0.32,0.63,-36.82,128.66
-0.91,-0.62,-0.25,-5.81,-38.01,131.67
-0.8,-0.63,-0.18,-10.5,-33.46,133.07
-0.79,-0.6,-0.16,-17.92,-31.57,135.17
-0.76,-0.62,-0.17,-23.31,-33.67,134.33
-0.7,-0.58,-0.12,-26.95,-35.84,131.95
-0.69,-0.55,-0.07,-33.46,-35.98,125.44
-0.67,-0.53,-0.06,-41.23,-32.69,115.5
-0.64,-0.54,-0.08,-49.35,-31.15,104.02
-0.6,-0.52,-0.12,-58.66,-31.08,89.67
-0.56,-0.55,-0.16,-66.01,-29.61,78.33
-0.53,-0.51,-0.17,-77.84,-29.82,67.13
-0.5,-0.53,-0.22,-81.27,-31.85,54.53
-0.42,-0.59,-0.17,-88.69,-28.63,45.78
-0.36,-0.61,-0.17,-90.93,-24.15,38.01
-0.31,-0.64,-0.24,-88.62,-19.88,29.89
-0.27,-0.68,-0.23,-86.52,-16.1,18.76
-0.24,-0.73,-0.22,-79.87,-11.9,11.83
-0.3,-0.76,-0.21,-65.59,-9.1,8.96
-0.32,-0.74,-0.16,-43.68,-6.44,4.06
-0.44,-0.78,-0.07,-23.73,0.42,1.47
-0.59,-0.72,0.03,-8.54,10.71,1.89
-0.7,-0.53,-0.05,3.85,20.09,4.9
-0.87,-0.07,-0.05,9.24,31.08,29.4
-1.13,0.4,0.17,3.43,37.94,55.37
-1.45,0.67,0.39,-5.81,36.75,55.37
-1.63,0.83,0.17,-15.05,10.43,37.17
-1.48,1.01,0.38,-6.3,-3.15,24.99
-1.53,1.51,0.72,19.18,7.7,16.73
-1.87,2.06,0.63,36.12,11.13,18.76
-1.89,1.96,0.39,39.76,9.31,17.22
-1.47,1.26,0.07,20.86,6.65,22.12
-1.23,0.69,-0.04,-6.09,4.83,19.39
-1,0.18,-0.1,-35.35,5.46,11.97
-0.75,-0.1,-0.11,-55.02,12.74,1.82
-0.58,-0.33,-0.22,-64.75,21.42,-18.97
-0.39,-0.56,-0.3,-63.49,35.7,-57.05
-0.38,-0.57,-0.21,-57.89,61.04,-79.45
-1.21,-0.41,0.05,-42.7,61.88,-72.38
-1.86,-0.2,0.42,-42.28,18.55,-45.57
-2.04,0.04,0.42,-38.5,-0.49,-9.1
-1.81,0.04,0.15,-13.79,17.78,-11.69
-1.57,-0.01,0.23,13.79,52.43,-50.68
-1.37,-0.08,0.17,36.54,90.65,-84.35
-1.15,-0.55,-0.24,80.57,104.09,-61.25
-0.84,-0.92,-0.51,177.52,83.65,-17.36
-0.3,-1.17,-0.49,193.97,56.77,-19.32
0.11,-1.88,-0.44,175.07,61.67,-74.62
0.07,-2.07,-0.48,84.49,84.14,-94.15
-0.32,-1.6,-0.7,63.7,71.26,-66.99
-0.5,-0.83,-0.66,70.77,45.36,-68.67
-0.81,-0.45,-0.47,54.04,51.87,-56.84
-1.07,-0.21,-0.45,28,51.38,-54.88
-1.22,-0.19,-0.47,13.86,46.48,-48.37
-1.26,-0.15,-0.49,13.23,44.1,-43.75
-1.29,0.03,-0.5,8.75,34.51,-49.28
-1.31,0.08,-0.56,2.87,16.38,-60.2
-1.18,-0.01,-0.58,15.05,9.8,-71.4
-1.07,-0.08,-0.48,40.67,9.8,-83.23
-0.98,-0.08,-0.39,44.87,2.17,-91.84
-0.94,-0.13,-0.41,42.84,-5.39,-95.97
-0.97,-0.13,-0.44,31.85,-10.92,-99.12
-0.87,-0.3,-0.42,31.08,-13.72,-95.83
-0.85,-0.25,-0.39,30.66,-16.31,-97.72
-0.72,-0.36,-0.32,22.19,-16.59,-92.61
-0.72,-0.36,-0.19,9.38,-8.96,-87.43
-0.78,-0.4,-0.12,1.12,-5.95,-80.78
-0.83,-0.38,-0.02,-0.35,-2.03,-75.88
-0.93,-0.32,-0.01,-6.65,-5.18,-73.85
-0.87,-0.29,0.06,24.92,16.31,-71.54
-0.94,-0.2,0.02,42.07,22.33,-69.72
-0.96,-0.15,-0.07,50.4,23.24,-69.09
-0.93,-0.13,-0.17,54.04,25.83,-68.32
-0.92,-0.13,-0.26,49.35,26.6,-68.95
-0.93,-0.15,-0.3,39.13,26.53,-70.84
-0.92,-0.2,-0.33,29.96,24.43,-73.08
-0.92,-0.22,-0.31,26.11,21.28,-75.25
-0.89,-0.22,-0.28,23.38,19.67,-76.93
-0.88,-0.22,-0.28,22.26,18.69,-76.93
-0.92,-0.22,-0.29,19.67,16.1,-76.51
-0.97,-0.18,-0.3,16.52,11.76,-75.53
-1.04,-0.1,-0.29,15.89,8.89,-73.78
-1.08,-0.01,-0.26,16.38,7.91,-70.98
-1.1,0.07,-0.24,14.98,7.91,-66.99
-1.13,0.1,-0.24,12.6,6.93,-62.72
